INDEX,CARD,ORI1,ORI2,ORI3,ENV1,ENV2,CLA1,CLA2,CLA3,EXC1,EXC2,EXC3,NEW1,NEW2,INF1,INF2,INF3,PRICE,Y,Cluster
230,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,6,0
230,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,6,0
230,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,10,0
230,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,7,0
230,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,8,0
230,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,7,0
230,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,7,0
230,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,6,0
230,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,9,0
230,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,8,0
230,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,6,0
233,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,4,1
233,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,3,1
233,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,2,1
233,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,1,1
233,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1
233,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,4,1
233,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,2,1
233,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,4,1
233,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,5,1
233,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,6,1
233,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,6,1
233,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,5,1
233,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,8,1
233,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,7,1
233,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,7,1
233,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,8,1
233,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,8,1
233,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,8,1
234,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,0,1
234,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,1,1
234,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,0,1
234,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,0,1
234,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,5,1
234,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,2,1
234,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
234,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,0,1
234,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,3,1
234,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1
234,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,5,1
234,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,2,1
234,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,8,1
234,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,0,1
234,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,4,1
234,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1
234,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,3,1
234,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,0,1
235,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,2,0
235,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,7,0
235,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,7,0
235,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,7,0
235,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,7,0
235,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,4,0
235,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,7,0
235,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,7,0
235,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,3,0
235,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,7,0
235,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,7,0
235,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,7,0
235,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,8,0
235,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,8,0
235,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,8,0
235,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,8,0
235,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,8,0
235,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,4,0
236,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,3,0
236,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,1,0
236,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,8,0
236,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,6,0
236,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,3,0
236,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,6,0
236,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,3,0
236,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,8,0
236,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,8,0
236,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,8,0
236,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,6,0
236,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,7,0
236,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,8,0
236,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,3,0
236,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,2,0
236,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,7,0
236,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,6,0
236,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,4,0
239,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,9,0
239,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,10,0
239,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,8,0
239,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,9,0
239,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,10,0
239,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,10,0
239,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,10,0
239,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,10,0
239,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,8,0
239,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,8,0
239,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,9,0
239,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,9,0
239,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,8,0
239,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,10,0
239,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,8,0
239,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,10,0
239,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,8,0
239,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,10,0
241,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,1,1
241,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,5,1
241,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,4,1
241,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,4,1
241,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,4,1
241,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,3,1
241,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1
241,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,3,1
241,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,5,1
241,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,3,1
241,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,5,1
241,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,2,1
241,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,5,1
241,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,1,1
241,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,4,1
241,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1
241,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,3,1
241,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,1,1
242,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,3,0
242,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,6,0
242,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,5,0
242,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,7,0
242,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,3,0
242,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,3,0
242,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,7,0
242,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,7,0
242,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,6,0
242,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,8,0
242,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,9,0
242,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,7,0
242,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,9,0
242,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,3,0
242,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,6,0
242,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,7,0
242,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,7,0
242,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,5,0
243,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,2,0
243,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,4,0
243,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,3,0
243,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,5,0
243,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,7,0
243,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,4,0
243,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,5,0
243,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,5,0
243,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,8,0
243,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,4,0
243,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,5,0
243,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,6,0
243,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,5,0
243,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,5,0
243,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,4,0
243,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,5,0
243,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,6,0
243,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,4,0
245,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,1,1
245,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,4,1
245,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,2,1
245,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,5,1
245,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,6,1
245,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,6,1
245,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,5,1
245,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,4,1
245,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,6,1
245,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1
245,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,6,1
245,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,4,1
245,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,4,1
245,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,4,1
245,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,4,1
245,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,4,1
245,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,6,1
245,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,4,1
246,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,1,1
246,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,4,1
246,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,2,1
246,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,3,1
246,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,4,1
246,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,4,1
246,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,2,1
246,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,3,1
246,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,5,1
246,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,6,1
246,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,9,1
246,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,5,1
246,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,9,1
246,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,3,1
246,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,6,1
246,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,6,1
246,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,8,1
246,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,1,1
248,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,0,1
248,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,3,1
248,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,3,1
248,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,5,1
248,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,8,1
248,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,0,1
248,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1
248,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,3,1
248,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,10,1
248,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,2,1
248,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,8,1
248,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1
248,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,9,1
248,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,2,1
248,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,5,1
248,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,3,1
248,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,9,1
248,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,0,1
251,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,6,1
251,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,3,1
251,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,2,1
251,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,3,1
251,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,4,1
251,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,5,1
251,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,3,1
251,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,3,1
251,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,6,1
251,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,4,1
251,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,4,1
251,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,2,1
251,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,4,1
251,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,5,1
251,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,3,1
251,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,5,1
251,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,5,1
251,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,4,1
252,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,2,1
252,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,2,1
252,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,0,1
252,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,0,1
252,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,2,1
252,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,8,1
252,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,6,1
252,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,6,1
252,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
252,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,6,1
252,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,2,1
252,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1
252,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,0,1
252,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,2,1
252,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,2,1
252,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,2,1
252,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,6,1
252,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,0,1
255,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,8,0
255,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,8,0
255,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,7,0
255,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,7,0
255,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,10,0
255,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,7,0
255,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,6,0
255,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,7,0
255,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,9,0
255,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,6,0
255,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,9,0
255,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,7,0
255,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,9,0
255,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,7,0
255,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,10,0
255,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,7,0
255,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,10,0
255,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,7,0
257,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,5,1
257,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,2,1
257,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,2,1
257,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,2,1
257,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,7,1
257,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,2,1
257,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,2,1
257,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,2,1
257,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,7,1
257,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,2,1
257,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,7,1
257,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,2,1
257,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,7,1
257,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,2,1
257,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,7,1
257,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,2,1
257,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,7,1
257,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,2,1
258,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,9,1
258,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,7,1
258,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,2,1
258,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,3,1
258,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,2,1
258,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,7,1
258,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1
258,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,6,1
258,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1
258,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,6,1
258,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,5,1
258,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,6,1
258,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,6,1
258,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,1,1
258,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,1,1
258,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,5,1
258,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,3,1
258,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,6,1
265,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,3,1
265,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,0,1
265,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,0,1
265,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,2,1
265,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1
265,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,0,1
265,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
265,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,0,1
265,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,10,1
265,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1
265,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,10,1
265,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1
265,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,10,1
265,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,0,1
265,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,10,1
265,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1
265,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,10,1
265,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,0,1
266,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,5,0
266,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,10,0
266,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,5,0
266,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,8,0
266,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,5,0
266,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,5,0
266,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,8,0
266,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,7,0
266,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,7,0
266,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,5,0
266,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,10,0
266,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,5,0
266,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,5,0
